#药材名称	异名
菱叶山蚂蝗	小粘子草
菥蓂	大荠
菥蓂	蔑菥
菥蓂	大戟
菥蓂	马辛
菥蓂	析目
菥蓂	荣目
菥蓂	马驹
菥蓂	老荠
菥蓂	遏蓝菜
菥蓂	花叶荠
菥蓂	水荠
菥蓂	老鼓草
菥蓂	苏败酱
菥蓂	瓜子草
菘菜	白菜
菘菜	青菜
菘菜	夏菘
菘菜子	青菜子
勒鱼	鳓
勒鱼	鲞鱼
勒鱼	绘鱼
勒鱼	白鳞鱼
勒鱼	克鱼
勒鱼	火鳞鱼
勒鱼	快鱼
勒鱼	力鱼
勒鱼	白力鱼
勒鱼	曹白鱼
黄瓜	胡瓜
黄瓜	王瓜
黄瓜	刺瓜
黄芩	腐肠
黄芩	黄文
黄芩	妒妇
黄芩	虹胜
黄芩	经芩
黄芩	印头
黄芩	内虚
黄芩	菇蓿
黄芩	空肠
黄芩	子芩
黄芩	宿芩
黄芩	尾芩
黄芩	条芩
黄芩	元芩
黄芩	土金茶根
黄芩	山茶根
黄芪	黄耆
黄芪	戴糁
黄芪	戴椹
黄芪	独椹
黄芪	芰草
黄芪	蜀脂
黄芪	百本
黄芪	王孙
黄芪	百药绵
黄芪	羊肉
黄芪	绵黄耆
黄芪	绵耆
黄芪	绵芪
黄芪	箭芪
黄芪	土山爆张根
黄芪	独根
黄芪	二人抬
黄芪	绵黄芪
黄连	王连
黄连	支连
黄矾	鸡屎矾
黄矾	金线矾
黄柏	檗木
黄柏	檗皮
黄柏	黄檗
黄根	狗骨木
黄根	白狗骨
黄根	黑根子
黄堇	黄花鱼灯草
黄堇	粪桶草
黄堇	石莲
黄堇	水黄连
黄堇	虾子草
黄堇	野水芹
黄堇	鱼子草
黄堇	断肠草
黄葵	罗裙博
黄葵	赶风瘀
黄葵	假三态
黄葵	野芙蓉
黄葵	假棉花
黄葵	水芙蓉
黄葵	假芙蓉
黄葵	药虎
黄葵	醪毒草
黄葵	三脚鳖
黄葵	三脚破
黄精	龙衔
黄精	白及
黄精	兔竹
黄精	垂珠
黄精	鸡格
黄精	米脯
黄精	菟竹
黄精	鹿竹
黄精	重楼
黄精	救穷
黄精	戊已芝
黄精	萎蕤
黄精	苟格
黄精	马箭
黄精	仙人余粮
黄精	气精
黄精	黄芝
黄精	生姜
黄精	野生姜
黄精	米铺
黄精	野仙姜
黄精	山生姜
黄精	玉竹黄精
黄精	白及黄精
黄精	阳雀颠
黄精	土灵芝
黄精	老虎姜
黄精	山捣臼
黄精	鸡头参
黄精	懒姜
黄樟	樟木
黄樟	山椒
黄樟	油樟
黄樟	大叶樟
黄樟	臭樟
黄樟	冰片树
黄藤	土黄连
黄藤	黄连藤
黄藤	伸筋藤
黄藤	山大王
黄藤	天仙藤
黄三七	土黄连
黄三七	太白黄连
黄三七	野黄连
黄大豆	黄豆
黄开口	老虎脚迹草
黄开口	见血住
黄木耳	金木耳
黄木耳	黄金银耳
黄木耳	黄耳
黄牛角	牛角
黄牛茶	雀笼木
黄牛茶	黄芽木
黄水茄	凝固茄
黄水茄	黄刺茄
黄水茄	苦天茄
黄水茄	野茄
黄水茄	洋苦茄
黄水茄	黄果珊瑚
黄水茄	丁茄
黄水茄	黄天茄
黄水枝	博落
黄水枝	高脚铜告牌
黄水枝	紫背金钱
黄水枝	虎耳草
黄龙尾	龙芽草
黄龙尾	石打穿
黄龙尾	子母草
黄龙尾	刀砍药
黄龙尾	马灵安
黄龙尾	水消食
黄龙藤	五香藤
黄龙藤	通气香
黄龙藤	铁骨散
黄龙藤	小血藤
黄龙藤	蛇毒药
黄龙藤	拔毒散
黄龙藤	小红袍
黄龙藤	岩青叶
黄龙藤	大红袍
黄龙藤	满山香
黄龙藤	滑藤
黄龙藤	紫龙
黄龙藤	血藤
黄龙藤	五沙藤
黄瓜子	哈力苏
黄瓜皮	金衣
黄皮叶	黄皮果树叶
黄皮果	黄皮子
黄皮果	黄弹子
黄皮果	黄弹
黄皮果	金弹子
黄寿丹	老来青
黄寿丹	还少丹
黄寿丹	野瓮菜
黄芫花	绛州芫花
黄芫花	北芫花
黄芫花	黄闷头花
黄芫花	叩皮花
黄芫花	痒眼花
黄花母	大地丁草
黄花母	黄花谷拔
黄花母	拔脓消
黄花母	胶粘根
黄花母	黄花仔
黄花母	乏力草
黄花母	小本黄花草
黄花母	细迷马桩棵
黄花母	黄花地桃花
黄花母	脓见愁
黄花母	黄花猛
黄花母	地膏药
黄花母	黄花稔
黄花母	黄金树
黄花母	吸血草
黄花菜	臭矢菜
黄花菜	羊角草
黄花菜	向天癀
黄花菜	黄花蝴蝶草
黄花稔	四吻草
黄花稔	索血草
黄花稔	山鸡
黄花稔	拔毒散
黄花稔	脓见消
黄花稔	单鞭救主
黄花稔	梅肉草
黄花稔	柑仔蜜
黄花稔	蛇总管
黄花稔	四米草
黄花稔	尖叶嗽血草
黄花稔	白索子
黄芦木	狗奶根
黄芦木	刀口药
黄芦木	刺黄檗
黄芦木	小檗
黄杨木	山黄杨
黄杨木	千年矮
黄杨木	小黄杨
黄杨木	细叶黄杨
黄杨木	瓜子黄杨
黄杨木	乌龙木
黄杨叶	黄杨脑
黄刺皮	黄三刺
黄刺皮	黄檗
黄刺皮	刺黄檗
黄刺皮	山黄檗
黄刺皮	黄三刺皮
黄刺皮	吉尕尔
黄刺皮	三颗针
黄果茄	黄水茄
黄果茄	黄打破碗
黄果茄	刺茄
黄果茄	野茄果
黄果茄	大苦果
黄明胶	水胶
黄明胶	牛皮胶
黄明胶	海犀胶
黄明胶	广胶
黄明胶	明胶
黄金线	肺形草
黄金线	簇花双蝴蝶
黄金线	斑叶蔓龙胆
黄姑鱼	黄姑子
黄姑鱼	铜罗鱼
黄姑鱼	铜鱼
黄姑鱼	黄鸡婆
黄姑鱼	春只
黄姑鱼	春水鱼
黄荆子	布荆子
黄荆子	黄金子
黄荆叶	蚊枝叶
黄荆叶	白背叶
黄荆叶	姜荆叶
黄荆叶	姜子叶
黄荆枝	黄金条
黄茶根	女儿茶
黄茶根	岩果紫
黄茶根	女儿红
黄茶根	紫果叶
黄药子	黄药
黄药子	黄药根
黄药子	苦药子
黄药子	山慈姑
黄药子	金线吊虾蟆
黄药子	红药子
黄药子	黄独根
黄药子	零余子
黄药子	黄狗子
黄秦艽	金不换
黄秦艽	滇黄芩
黄秦艽	丽江金不换
黄秦艽	大苦参
黄秦艽	黄龙胆
黄海葵	海菊花
黄海葵	海脏根
黄海葵	沙筒
黄梢蛇	黄肚龙
黄梢蛇	过树龙
黄梢蛇	过树榕
黄梢蛇	上竹龙
黄梢蛇	灰背蛇
黄桷叶	大榕叶
黄桷皮	黄桷树皮
黄桷根	黄葛根
黄脚鸡	十样错
黄脚鸡	竹节参
黄脚鸡	竹叶三七
黄脚鸡	黄三七
黄麻子	大麻子
黄麻叶	苦麻叶
黄麻灰	黄麻皮灰
黄缅桂	黄兰
黄缅桂	大黄桂
黄缅桂	黄桷兰
黄瑞木	杨桐
黄瑞木	鸡仔茶
黄瑞木	黄板叉木
黄鹌菜	黄瓜菜
黄鹌菜	黄花菜
黄鹌菜	山芥菜
黄鹌菜	土芥菜
黄鹌菜	野芥菜
黄鹌菜	野青菜
黄鹌菜	黄花枝香草
黄鹌菜	苦菜药
黄鼠肉	辉鼠
黄鼠肉	礼鼠
黄鼠肉	拱鼠
黄鼠肉	貔狸
黄鼠肉	豆鼠
黄鼠肉	禾鼠
黄鼠肉	草原黄鼠
黄鼠肉	蒙古黄鼠
黄鼠肉	达呼尔黄鼠
黄颔蛇	黄喉蛇
黄粱米	竹根米
黄粱米	竹根黄
黄粱米	黄米
黄鲴鱼	黄骨鱼
黄鲴鱼	黄姑子
黄鲴鱼	黄尾刁
黄鲴鱼	黄片
黄鲴鱼	黄尾
黄颡鱼	鲿
黄颡鱼	黄颊鱼
黄颡鱼	黄鲿鱼
黄颡鱼	黄扬
黄颡鱼	黄鱼
黄颡鱼	黄缺
黄颡鱼	黄氪
黄颡鱼	丝鱼
黄颡鱼	黄樱
黄颡鱼	黄骨鱼
黄颡鱼	黄刺鱼
黄颡鱼	河龙盾跪
黄颡鱼	黄腊丁
黄颡鱼	黄鳍鱼
黄颡鱼	嘎呀子
黄藨根	黄泡根
黄鳝藤	紫罗花
黄鳝藤	蛇藤
黄鳝藤	熊柳根
黄鳝藤	熊柳藤
黄鳝藤	皱皮草
黄鳝藤	勾儿茶
黄鳝藤	黑龙串筋
黄鳝藤	大叶勾儿茶
黄毛耳草	敷地两耳草
黄毛耳草	地坎风
黄毛耳草	铺地蜈蚣
黄毛耳草	山蜈蚣
黄毛耳草	对叶寸节草
黄毛耳草	过路蜈蚣
黄毛耳草	地蜈蚣
黄毛耳草	落地蜈蚣
黄毛耳草	腹泻草
黄毛耳草	絮被草
黄毛耳草	花生草
黄毛耳草	鹅不食草
黄毛耳草	蛇舌草
黄水藨叶	黄水泡叶
黄水藨叶	药黄泡叶
黄龙藤叶	五香藤叶
黄皮果核	黄皮核
黄芽白菜	黄芽菜
黄芽白菜	黄矮菜
黄芽白菜	花交菜
黄芽白菜	黄芽白
黄花母根	胶粘根
黄花母根	土黄芪
黄花堇菜	土细辛
黄花堇菜	踏膀药
黄花堇菜	黄花细辛
黄花堇菜	黄花地丁
黄芪茎叶	芰草
黄珠子草	珍珠草
黄珠子草	鱼骨草
黄珠子草	日开夜闭
黄珠子草	单叶叶下珠
黄珠子草	山油柑
黄麻梗虫	黄麻虫
黄麻梗虫	麻虫
黄锁梅根	锁梅根
黄锁梅根	钻地风
黄锁梅根	黄泡刺根
黄锁梅根	红锁梅
黄锁梅根	乌泡
黄锁梅根	黄泡
黄锁梅根	三月泡
黄锁梅根	雀不钻
黄锁梅根	黄茨果
黄蜀葵子	黄葵子
黄蜀葵子	秋葵子
黄蜀葵子	羊桃子
黄蜀葵花	侧金盏花
黄花地桃花	黄花虱麻头
黄花地桃花	千打槌
黄花地桃花	地桃花
黄花地桃花	玉如意
黄花地桃花	火蒴麻
黄花夹竹桃	柳木子
黄花夹竹桃	相等子
黄花夹竹桃	台湾柳
黄花夹竹桃	吊钟花
黄花夹竹桃	夹竹桃
黄花夹竹桃	番仔桃
黄花夹竹桃	铁石榴
黄花夹竹桃	杨石榴
黄花夹竹桃	菱角树
黄花夹竹桃	癣疮叶
黄花倒水莲	黄花吊水莲
黄花倒水莲	观音串
黄花倒水莲	黄花大远志
黄花倒水莲	黄花远志
黄花倒水莲	倒吊黄花
黄花倒水莲	倒吊黄
黄花倒水莲	黄花金盔
黄花倒水莲	观音坠
黄花倒水莲	黄花鸡骨草
黄果悬钩子	猛子刺
黄独零余子	狗嗽子
黄独零余子	零余子
黄独零余子	黄独珠芽
菴䕡	菴䕡草
菴䕡	菴䕡蒿
菴䕡	淹䕡
菴䕡	覆䕡
菴䕡	臭蒿
菝葜	王瓜草
菝葜	金刚根
菝葜	金刚骨
菝葜	山梨儿
菝葜	铁刷子
菝葜	铁菱角
菝葜	金刚刺
菝葜	金刚头
菝葜	假草薛
菝葜	山菱角
菝葜	霸王引
菝葜	沟谷刺
菝葜	金巴斗
菝葜	豺狗刺
菝葜	马甲
菝葜	硬饭头
菝葜	冷饭头
菝葜	饭巴铎
菝葜	冷饭巴
菝葜	金刚鞭
萝藦	芄兰
萝藦	藿
萝藦	莞
萝藦	雀瓢
萝藦	苦丸
萝藦	白环藤
萝藦	熏桑
萝藦	羊角菜
萝藦	羊奶科
萝藦	合钵儿
萝藦	细丝藤
萝藦	婆婆针扎儿
萝藦	婆婆针袋儿
萝藦	羊婆奶
萝藦	婆婆针线包
萝藦	奶浆藤
萝藦	奶浆草
萝藦	野隔山消
萝藦	小隔大撬
萝藦	老婆筋
萝藦	天鹅绒
萝藦	小青布
萝藦	大洋泡奶
萝藦	刀口药
萝藦	野颠
萝藦	千层须
萝芙木	山辣椒
萝芙木	山马蹄
萝芙木	山胡椒
萝芙木	萝芙藤
萝芙木	假辣椒
萝芙木	鱼胆木
萝芙木	羊姆奶
萝芙木	毒狗药
萝芙木	假鱼胆
萝芙木	火烙木
萝芙木	万药归宗
萝芙木	通骨消
萝芙木	羊屎木
萝芙木	甘榕木
萝芙木	刀伤药
萝芙木	三叉虎
萝芙木	地郎伞
萝芙木	山番椒
萝芙木	十八爪
萝芙木	红果木
萝芙木	麻三端
萝芙木	百花矮陀
萝藦子	斫合子
萆薢	百枝
萆薢	竹木
萆薢	赤节
萆薢	白拨葵
萆薢	川草薛
萆薢	粉草薛
萆薢	山田薯
萆薢	土薯蓣
萆薢	麻甲头
菜豆	云稿豆
菜豆	四季豆
菜豆	龙爪豆
菜豆	唐豇
菜豆	隐元豆
菜豆	云豆
菜豆	六月鲜
菜豆	龙骨豆
菜豆	二生豆
菜豆	三生豆
菜豆	唐豆
菜豆	白饭豆
菜豆	白豆
菜豆	粉豆
菜蓟	食托菜蓟
菜蓟	洋蓟
菜蓟	朝蓟
菜子七	白花石芥菜
菜子七	山芥菜
菜子七	假芹菜
菜子七	角蒿
菜头肾	土太子参
菜头肾	肉根马蓝
菜豆树	牛尾豆
菜豆树	蛇仔豆
菜豆树	鸡豆木
菜豆树	豆角木
菜豆树	接骨凉伞
菜豆树	大朗伞
菜豆树	大朝阳
菜豆树	森木朗伞
菜豆树	豆角树
菜豆树	白鹤参
菜豆树	牛尾树
菜豆树	朝阳花
菜豆树	牛尾木
菜豆树	蛇树
菜豆树	辣椒树
菜豆树	钝刀树
菟丝	唐
菟丝	蒙
菟丝	王女
菟丝	菟芦
菟丝	鸮萝
菟丝	复实
菟丝	赤网
菟丝	兔丘
菟丝	菟缕
菟丝	菟累
菟丝	野狐浆草
菟丝	火焰草
菟丝	金线草
菟丝	野狐丝
菟丝	黄丝草
菟丝	金丝草
菟丝	无根金丝草
菟丝	缠豆藤
菟丝	豆马黄
菟丝	莫娘藤
菟丝	吐血丝
菟丝	兔儿丝
菟丝	黄腊须
菟丝	盘死豆
菟丝	黄乱丝
菟丝	麻棱丝
菟丝	缠丝蔓
菟丝子	菟丝实
菟丝子	吐丝子
菟丝子	无娘藤米米
菟丝子	黄藤子
菟丝子	龙须子
菟丝子	萝丝子
菟丝子	黄网子
菟丝子	黄萝子
菟丝子	豆须子
菟丝子	缠龙子
菟丝子	黄丝子
菊芋	洋姜
菊芋	番羌
菊苣	蓝菊
菊花	节华
菊花	日精
菊花	女节
菊花	女华
菊花	女茎
菊花	更生
菊花	周盈
菊花	傅延年
菊花	阴成
菊花	甘菊
菊花	真菊
菊花	金精
菊花	金蕊
菊花	馒头菊
菊花	簪头菊
菊花	甜菊花
菊花	药菊
菊花叶	容成
菊花苗	玉英
菊花参	金钱参
菊花参	一颗松
菊花参	半边钱
菊花参	铜钱参
菊花参	小人参
菊花参	爬地参
菊花参	白洋参
菊花参	水胖药
菊花参	小菊花参
菊花根	长生
菊花脑	野菊
菊花脑	连梗野菊
菊花脑	田边菊
菊花脑	菊花头
菩提树皮	小叶韧树皮
菩提树皮	山桑皮
菩提树花	椴树花
萍蓬草子	水粟包
萍蓬草子	水粟子
萍蓬草子	萍蓬子
菠菜	菠棱
菠菜	波棱菜
菠菜	红根菜
菠菜	赤根菜
菠菜	波斯草
菠菜	鹦鹉菜
菠菜	鼠根菜
菠菜	角菜
菠菜	甜茶
菠菜	拉筋菜
菠菜	敏菜
菠菜	飞菱菜
菠菜	飞龙菜
菠菜子	菠菱菜子
菅茅根	营根
菅茅根	地筋
菅茅根	土筋
菅茅根	蚂蚱草根
萤火	宵行
萤火	磷
萤火	即照
萤火	夜光
萤火	夜照
萤火	救火
萤火	据火
萤火	挟火
萤火	耀夜
萤火	宵烛
萤火	放光
萤火	夜明虫
萤火	磷然
萤火	照磷
营实	蔷薇子
营实	野蔷薇子
营实	石珊瑚
孤米	雁膳
孤米	荪粱
孤米	安胡
孤米	蒋实
孤米	茭米
孤米	黑米
孤米	雕胡米
孤米	凋底
孤米	雕孤
孤米	茭白子
孤米	孤实
菰根	苽葑
菰根	菰蒋根
梵天花	三角枫
梵天花	三合枫
梵天花	香港野棉花
梵天花	犬跤爪
梵天花	五龙会
梵天花	粘花衣
梵天花	假棉花
梵天花	野棉花
梵天花	野木棉
梵天花	拦路虎
梵天花	狗脚迹
梦花	黄瑞香
梦花	打结花
梦花	梦冬花
梦花	雪里开
梦花	蒙花
梦花	岩泽兰
梗通草	白梗通
梗通草	野通草
梗通草	气通草
梗通草	水通草
梧桐子	瓢儿果
梧桐子	桐麻豌
梧桐子	凤眼果
梧桐子	红花果
梧桐根	梧桐蔃
梧桐白皮	梧桐皮
梅花	白梅花
梅花	绿尊梅
梅花	绿梅花
梅花参	凤梨参
梅花冰片	龙脑
梅花冰片	龙脑香
梅花冰片	脑子
梅花冰片	冰片
梅花冰片	片脑
梅花冰片	冰片脑
梅花冰片	梅花脑
梅花冰片	天然冰片
梅花冰片	老梅片
梅花冰片	梅片
梅花刺果	打油果
梅花刺果	打枪果
梅花刺果	炮筒果
梅花刺果	牛奶锤
梅花刺果	狗奶子
梓木	雷电木
梓白皮	梓皮
梓白皮	梓木白皮
梓白皮	梓树皮
梓白皮	梓根白皮
梓白皮	土杜仲
梳篦叶	金鸡尾
梳篦叶	年年松
梳篦叶	大克蕨
梳篦叶	山花蕨
梭子蟹	蛾
梭子蟹	海蟹
梭子蟹	海螃蟹
梭子蟹	枪蟹
硒砂	北庭砂
硒砂	赤砂
硒砂	黄砂
硒砂	狄盐
硒砂	气砂
硒砂	透骨将军
硒砂	戎硒
硒砂	白硒砂
硒砂	淡磁砂
硒砂	岩硒砂
瓠子	甘瓠
瓠子	甜瓠
瓠子	净街槌
瓠子	葫芦
瓠子	龙密瓜
瓠子	天瓜
瓠子	长瓠
瓠子	扁蒲
雪参	红毛阳参
雪参	刺参
雪参	条参
雪参	鸡脚参
雪参	土高丽参
雪茶	蛔样地衣
雪茶	太白茶
雪茶	高山白茶
雪茶	石白茶
雪茶	太白针
雪药	波丝草
雪药	小九龙盘
雪药	毛叶冷水花
雪药	红细草
雪药	遍地红
雪人参	铁刷子
雪人参	血人参
雪人参	山红花
雪人参	红苦刺
雪山林	黄秧连
雪山林	长青草
雪山林	石莲藤
雪山林	捆仙绳
雪山林	孩儿茶
雪山林	转筋草
雪里开	雪里花
雪里开	地雷
雪里开	拐子药
雪里开	蛇松子
雪里见	半截烂
雪里见	大半夏
雪里见	独角莲
雪里见	麻醉药
雪里见	大麻药
雪莲花	雪莲
雪莲花	雪荷花
雪莲花	大拇花
雪莲花	大木花
雪上一枝蒿	一支蒿
排钱草	龙鳞草
排钱草	午时合
排钱草	金钱草
排钱草	午时灵
排钱草	叠钱草
排钱草	钱排草
排钱草	双排钱
排钱草	金钱豹
排钱草	钱串草
排钱草	双金钱
排钱草	纸钱剑
掐不齐	瓜子鸟梢
掐不齐	斑鸠花
接骨木	木蒴藿
接骨木	续骨木
接骨木	扦扦活
接骨木	铁骨散
接骨木	接骨丹
接骨木	七叶金
接骨木	透骨草
接骨木	接骨风
接骨木	马尿骚
接骨木	臭芥棵
接骨木	暖骨树
接骨木	接骨草
接骨木	白马桑
接骨木	大接骨丹
接骨木	公道老
接骨树皮	类梧桐
接骨树皮	接骨树
救必应	白木香
救必应	土千年健
救必应	矮陀陀
救必应	消癀药
救必应	白银香
救必应	白银树
救必应	红子儿
救必应	冬青柴
救必应	白皮冬青
救军粮叶	红子叶
救军粮叶	火把果叶
雀	嘉宾
雀	家雀
雀	瓦雀
雀	宾雀
雀	麻禾雀
雀麦	葡
雀麦	爵麦
雀麦	燕麦
雀麦	杜姥草
雀麦	牡姓草
雀麦	牛星草
雀麦	野麦
雀麦	野大麦
雀麦	野小麦
雀瓮	躁舍
雀瓮	站嘶房
雀瓮	雀儿饭瓮
雀瓮	戴毛虫窠
雀瓮	棘刚子
雀瓮	天浆子
雀翘	长野荞麦草
雀翘	大叶野荞麦草
雀翘	长叶荞麦草
雀翘	荞麦刺
雀翘	水红骨蛇
雀翘	秋雀翘
雀梅藤	刺杨梅
雀梅藤	对节巴
雀梅藤	酸梅勒
雀梅藤	札梅
雀梅藤	牛鬃刺
雀梅藤	对接木
雀梅藤	瘤毒藤
雀梅藤	雀梅酸
雀梅藤	五金龙
雀梅藤	对节刺
雀榕叶	白米叶
常山	互草
常山	恒山
常山	鸡骨常山
常山	翻胃木
常山	黄常山
常山	茗叶常山
常山	土常山
常山	大常山
常山	树盘根
常山	一枝蓝
常春藤	土鼓藤
常春藤	龙鳞薜荔
常春藤	尖叶薜荔
常春藤	三角藤
常春藤	三角风
常春藤	三角尖
常春藤	上树蜈蚣
常春藤	风藤草
常春藤	三角枫
匙叶黄杨	石黄杨
匙叶黄杨	万年青
野芋	老芋
野芋	野芋艿
野芋	野芋头
野芋	红芋荷
野芋	野芋荷
野芋	麻芋子
野芋	石芋
野桐	天青地白柴
野桐	八角楸
野桐	毛虫柴
野桐	螳螂风
野桐	犬尾招
野烟	大将军
野烟	野莴笋
野烟	麻菠萝
野烟	毒人参
野菱	刺菱
野菱	菱角
野菊	野菊花
野菊	土菊花
野菊	草菊
野孤	土灵芝草
野孤	蔗寄生
野孤	金锁匙
野孤	僧帽花
野孤	土地公拐
野孤	灌草孤
野孤	蛇箭草
野山茶	山茶花
野山茶	茶花
野山茶	红山茶花
野马追	白鼓钉
野马追	化食草
野马追	毛泽兰
野木瓜	五爪金龙
野木瓜	假荔枝
野木瓜	绕绕藤
野木瓜	沙藤
野木瓜	鸭脚莲
野木瓜	木通七叶莲
野木瓜	七叶莲
野火绳	小白药
野火绳	小火绳
野火绳	澜沧扁担杆
野甘草	假甘草
野甘草	土甘草
野甘草	四时茶
野甘草	冰糖草
野芋实	痕芋头花仁
野亚麻	疗毒草
野亚麻	野胡麻
野芝麻	白花益母草
野芝麻	白花菜
野芝麻	糯米饭草
野芝麻	吸吸草
野芝麻	包团草
野芝麻	泡花草
野芝麻	野油麻
野芝麻	土蚕子
野竹兰	膀胱七
野芫荽	假芫茜
野芫荽	番香茜
野芫荽	山芫荽
野芫荽	番鬼芫茜
野芫荽	大芫荽
野芫荽	阿瓦芫荽
野芫荽	日本芫荽
野苋子	苋菜子
野苋子	青箱子
野苋子	西风谷
野苋菜	野苋
野苋菜	光苋菜
野花生	草决明
野苎麻	野麻
野苎麻	大接骨
野苎麻	八楞麻
野苎麻	双合合
野苎麻	牛鼻子树
野杜仲	痰药
野牡丹	猪母草
野牡丹	山石榴
野牡丹	豹牙郎木
野牡丹	活血丹
野牡丹	高脚山落苏
野牡丹	吞口巴
野牡丹	毛足杆
野牡丹	野石榴
野牡丹	金鸡腿
野牡丹	猪姆稔
野牡丹	牛姆稔
野牡丹	红爆牙狼
野牡丹	倒罐草
野牡丹	高脚稔
野鸡草	小仙茅
野鸡草	小金锁梅
野鸡草	山韭菜
野鸡草	龙肾子
野鸡草	独脚仙茅
野苜蓿	镰荚苜蓿
野苜蓿	豆豆苗
野油麻	地参
野油麻	针筒菜
野草香	野香薷
野草香	鱼香菜
野草香	木姜花
野草香	野薄荷
野草莓	草莓
野草莓	地瓢儿
野草莓	柔软草莓
野草莓	白地莓
野茶辣	软柏木
野茶辣	大苦木
野茶辣	假吴萸
野茶辣	鱼胆木
野茶辣	串黄皮
野茶辣	假茶辣
野茶辣	鱼苦胆
野茶辣	山黄皮
野茶辣	老鸦饭
野茶辣	亚洛轻
野茶辣	石岩青
野茶辣	亚罗青
野厚朴	土厚朴
野香茅	五香草
野香茅	香茅
野香茅	香茅草
野前胡	千年耗子屎
野前胡	黄风
野洋参	报春花根
野烟叶	大王叶
野烟叶	大黄叶
野烟叶	土烟叶
野烟叶	假烟叶
野海椒	海茄子
野海椒	岩海椒
野海椒	观音莲
野海椒	玉珊瑚
野海椒	珊瑚子
野海椒	天辣子
野黄麻	水丁香
野黄麻	假黄麻
野黄麻	雨伞草
野黄麻	山黄麻
野菊花	山菊花
野菊花	千层菊
野菊花	黄菊花
野菠菜	酸模
野菠菜	皱叶羊蹄
野菠菜	羊蹄根
野菠菜	野当归
野菠菜	土大黄
野菠菜	野萝卜
野菠菜	牛舌菜
野菠菜	千年不烂心
野菠菜	癣药草
野菠菜	假大黄
野菠菜	连明子
野猪脂	野猪膏
野棉花	满天星
野棉花	清水胆
野棉花	铁蒿
野棉花	打破碗花花
野棉花	土白头翁
野塘蒿	小山艾
野塘蒿	小加蓬
野罂粟	山大烟
野罂粟	山罂粟
野罂粟	毛罂粟
野罂粟	野大烟
野罂粟	山米壳
野罂粟	丽春花
野漆树	染山红
野漆树	臭毛漆树
野漆树	山漆
野樱桃	缠条子
野靛青	红丝线
野靛青	红蓝
野靛青	山蓝
野靛青	青红线
野巅茄	癫茄
野巅茄	大丁茄
野巅茄	小颠茄
野巅茄	天茄子
野巅茄	假茄子
野巅茄	红癫茄
野山蚂蝗	山蚂蜡
野山蚂蝗	毛萝菜
野马蹄草	关草
野马蹄草	土灯草
野马蹄草	水箭草
野马蹄草	千子草
野木耳菜	假茼蒿
野木耳菜	冬风菜
野木耳菜	飞机菜
野木耳菜	满天飞
野亚麻子	野胡麻子
野芝麻根	土蚕子根
野西瓜苗	秃汉头
野西瓜苗	小秋葵
野西瓜苗	香铃草
野西瓜苗	打瓜花
野西瓜苗	灯笼花
野西瓜苗	尖炮草
野花椒叶	花椒叶
野花椒叶	麻醉根叶
野牡丹子	豹牙郎子
野牡丹根	王不留
野牡丹根	痢疾罐
野厚朴花	野玉兰花
野鸦椿子	鸡眼睛
野鸦椿子	鸡盹子
野鸦椿子	乌眼睛
野鸦椿子	开口椒
野鸦椿子	鸡肾果
野鸦椿皮	鸡眼睛皮
野鸦椿花	鸟腱花
野鸦椿根	花臭木
野绿麻根	牡丹三七
野绿麻根	华艾麻草
野绿麻根	红禾麻根
野绿麻根	铁秤铊
野绿麻根	红火麻
野漆树根	林背子
野胡萝卜根	鹤虱风根
眼子菜	牙齿草
眼子菜	牙拾草
眼子菜	水案板
眼子菜	滑油丹
眼睛草	石骨丹
眼睛草	一支林
眼睛草	乌来草
眼睛草	下山连
眼睛草	山七
眼镜蛇	膨颈蛇
眼镜蛇	蝙蝠蛇
眼镜蛇	五毒蛇
眼镜蛇	琵琶蛇
眼镜蛇	吹风蛇
眼镜蛇	吹风鳖
眼子菜根	针耙七
眼镜王蛇	大扁颈蛇
眼镜王蛇	大眼镜蛇
眼镜王蛇	大吹风蛇
眼镜王蛇	蛇王
曼陀茄根	向阳花根
曼陀茄根	天山一支龙
曼陀茄根	野洋芋
曼陀罗子	天茄子
曼陀罗子	胡茄子
曼陀罗子	狗核桃
曼陀罗子	风茄果
曼陀罗子	洋大麻子
曼陀罗子	山大麻子
曼陀罗子	醉仙桃
蚶壳钱	红锅盖草
蚶壳钱	红蚶壳草
蛎菜	海青菜
蛎菜	岩头青
蚺蛇皮	南蛇皮
蚺蛇血	蟒蛇血
蚺蛇膏	蟒油
蚺蛇膏	蚺蛇油
蚱蝉	蜩
蚱蝉	鸣蜩
蚱蝉	蛹
蚱蝉	马蜩
蚱蝉	崂
蚱蝉	鸣蝉
蚱蝉	秋蝉
蚱蝉	蜘瞭
蚱蝉	知了
蚱蝉	蚱瞭
蚱蜢	皇螽
蚱蜢	蠜
蚱蜢	蠡
蚱蜢	蟒
蚱蜢	蟅蟒
蚱蜢	蚮
蚱蜢	百蜷
蚱蜢	蛨虴
蚯疽草	白头菜
蚯疽草	夜明草
蚯疽草	肉桂草
蚯疽草	泥鳅菜
蚯疽草	茯苓菜
蛇含	蛇衔
蛇含	威蛇
蛇含	小龙牙
蛇含	紫背龙牙
蛇含	紫背草
蛇含	蛇含草
蛇含	蛇包五披风
蛇含	五匹风
蛇含	五皮风
蛇含	五爪龙
蛇含	地五加
蛇含	五爪虎
蛇含	五叶莓
